nationality,destination_country,visa_type,gender,age,education_level,employment_status,travel_purpose,language_proficiency,annual_income,bank_balance,travel_history_count,previous_rejections,accommodation_proof,return_ticket,invitation_letter,health_insurance,approval_status,processing_days
France,Australia,Immigrant/PR,Male,61,Associate Degree,Private Sector,Permanent Residence,Basic,46329.39,125012.72,0,0,1,1,1,1,1,68
Japan,United States,Tourist,Female,71,Master's Degree,Government,Tourism,Advanced,6272.69,5084.53,1,0,1,1,1,0,1,17
Russia,Norway,Transit,Male,80,Master's Degree,Government,Conference,Intermediate,4952.06,14584.77,6,0,1,1,1,1,1,9
Philippines,Schengen (EU),Tourist,Female,49,PhD,Self-Employed,Medical,Basic,3514.18,7146.32,3,0,1,0,1,1,1,18
Sri Lanka,Turkey,Family/Spouse,Male,54,Master's Degree,Self-Employed,Education,Advanced,7424.74,20595.76,4,0,0,1,0,0,1,8
Algeria,Malaysia,Transit,Male,57,Bachelor's Degree,Unemployed,Education,Intermediate,72377.11,34074.83,0,0,1,1,1,1,1,7
Bangladesh,Singapore,Student,Female,46,Master's Degree,Student,Conference,Basic,47076.45,121598.64,0,0,0,1,1,0,0,16
Thailand,Italy,Immigrant/PR,Male,55,Master's Degree,Government,Business Meeting,Intermediate,40805.05,45982.64,0,0,1,1,1,1,0,34
Peru,United States,Tourist,Female,35,Bachelor's Degree,Private Sector,Work Assignment,Native,13390.35,35921.4,0,0,0,1,0,1,1,30
Bulgaria,Portugal,Tourist,Male,61,High School,Self-Employed,Conference,Native,18599.06,5300.52,0,0,1,1,0,1,1,14
Morocco,Taiwan,Family/Spouse,Male,62,High School,Unemployed,Medical,Advanced,13306.17,20076.01,1,0,1,1,1,0,0,21
Iran,Malaysia,Transit,Male,57,Associate Degree,Self-Employed,Family Visit,Advanced,4873.78,1753.97,5,0,1,1,1,1,1,18
Hungary,Malaysia,Business,Male,47,Associate Degree,Retired,Medical,Native,23378.85,45194.79,3,0,1,1,0,0,1,3
Ghana,Switzerland,Transit,Female,57,High School,Student,Family Visit,Intermediate,17289.68,41536.01,1,0,0,1,1,1,1,13
United States,Norway,Business,Female,59,High School,Self-Employed,Conference,Basic,16082.73,47700.29,1,0,0,0,1,0,0,18
Nigeria,Denmark,Tourist,Male,58,Bachelor's Degree,Student,Conference,Advanced,5930.07,5840.06,1,0,1,1,0,1,1,28
Germany,Germany,Tourist,Male,68,Bachelor's Degree,Self-Employed,Conference,Intermediate,53294.52,130723.44,0,0,1,1,1,1,0,7
Afghanistan,Austria,Work,Male,74,Bachelor's Degree,Private Sector,Tourism,Advanced,14863.02,20567.42,4,0,1,1,1,0,0,42
Malaysia,Norway,Tourist,Male,27,Bachelor's Degree,Private Sector,Tourism,Native,21821.46,11705.34,0,0,1,1,1,0,0,13
Mexico,Ireland,Transit,Male,62,Master's Degree,Unemployed,Education,Advanced,48616.81,5307.02,0,0,1,1,1,1,1,7
Pakistan,Japan,Immigrant/PR,Male,64,High School,Retired,Work Assignment,Intermediate,35891.91,4678.16,3,0,1,1,1,0,0,32
Tunisia,Spain,Work,Female,54,Bachelor's Degree,Self-Employed,Business Meeting,Advanced,934.0,133.55,2,0,1,0,1,1,0,33
Kenya,United Kingdom,Immigrant/PR,Female,70,Master's Degree,Self-Employed,Conference,Native,50195.69,91313.05,0,0,0,1,0,1,1,58
Philippines,Canada,Tourist,Male,40,Bachelor's Degree,Self-Employed,Medical,Intermediate,46167.7,21550.42,0,0,0,1,0,1,0,21
Russia,South Korea,Family/Spouse,Male,51,Bachelor's Degree,Unemployed,Business Meeting,Intermediate,23990.98,67957.99,0,0,1,1,1,0,1,16
United Kingdom,Denmark,Immigrant/PR,Female,56,Professional Degree,Self-Employed,Conference,Intermediate,34768.96,100217.46,2,0,1,1,0,1,1,29
Ecuador,Malaysia,Immigrant/PR,Male,80,PhD,Government,Tourism,Intermediate,36371.86,76868.69,0,0,0,0,1,1,1,9
Australia,Portugal,Student,Male,58,Master's Degree,Self-Employed,Permanent Residence,Intermediate,312439.1,120946.53,4,0,1,1,1,1,1,19
Myanmar,Norway,Transit,Female,57,High School,Unemployed,Conference,Advanced,25312.95,62579.66,0,0,1,1,1,1,0,10
South Korea,France,Immigrant/PR,Female,59,Bachelor's Degree,Government,Family Visit,Intermediate,35877.35,93940.93,4,0,1,1,1,1,0,43
Nigeria,Singapore,Business,Male,35,Associate Degree,Private Sector,Business Meeting,Native,25140.88,58844.09,0,0,1,1,0,1,1,19
Brazil,Denmark,Business,Other,78,Bachelor's Degree,Government,Education,Intermediate,25698.81,4159.31,1,0,1,1,1,1,1,14
Poland,Turkey,Tourist,Female,29,Bachelor's Degree,Private Sector,Tourism,Advanced,51422.4,11729.79,1,1,1,1,0,0,0,7
Ghana,Canada,Student,Male,69,Bachelor's Degree,Self-Employed,Education,Basic,25340.17,65718.01,4,0,1,1,1,0,1,50
Pakistan,Switzerland,Business,Male,79,Master's Degree,Self-Employed,Tourism,Advanced,34721.11,60869.65,2,0,1,1,1,0,1,23
Ukraine,Canada,Work,Female,51,High School,Student,Family Visit,Native,47650.2,48798.22,0,0,1,1,1,1,0,39
Turkey,South Korea,Student,Female,35,Bachelor's Degree,Private Sector,Education,Advanced,45132.82,132814.17,1,0,0,1,1,0,1,17
Germany,Sweden,Business,Male,46,High School,Government,Tourism,Basic,26563.16,48262.96,0,0,0,0,0,1,1,11
Bulgaria,Belgium,Immigrant/PR,Male,59,Master's Degree,Private Sector,Tourism,Advanced,57678.48,98298.07,1,0,1,1,1,1,1,34
Colombia,Thailand,Transit,Female,71,Master's Degree,Unemployed,Family Visit,Native,146669.85,403322.64,0,0,1,1,0,0,1,4
Vietnam,Japan,Business,Other,40,Bachelor's Degree,Private Sector,Business Meeting,Intermediate,5863.01,14631.82,1,0,1,1,1,1,1,15
Saudi Arabia,Schengen (EU),Family/Spouse,Male,71,Professional Degree,Private Sector,Education,Advanced,38928.08,52805.72,3,0,1,0,1,1,1,23
Nigeria,UAE,Family/Spouse,Female,56,High School,Private Sector,Business Meeting,Intermediate,70475.19,50485.08,4,0,1,0,0,0,0,20
Tunisia,UAE,Immigrant/PR,Male,64,Bachelor's Degree,Private Sector,Education,Native,42035.75,99630.67,2,0,1,1,0,1,0,24
Ghana,Netherlands,Immigrant/PR,Male,80,No Formal Education,Student,Work Assignment,Advanced,27287.41,27366.3,2,0,1,1,0,0,1,44
Malaysia,Thailand,Family/Spouse,Male,60,Professional Degree,Self-Employed,Work Assignment,Native,13725.95,15031.08,0,0,1,1,1,1,1,7
Ethiopia,Canada,Tourist,Male,59,PhD,Private Sector,Tourism,Intermediate,4395.66,9610.4,0,0,1,1,0,1,0,28
Mexico,Sweden,Family/Spouse,Female,61,Master's Degree,Private Sector,Medical,Advanced,144327.09,339466.29,0,0,1,0,0,1,1,21
Iran,Singapore,Student,Male,49,High School,Self-Employed,Education,Native,16266.66,36642.78,2,0,0,1,1,1,0,20
Iraq,Turkey,Immigrant/PR,Male,38,PhD,Student,Family Visit,Advanced,140604.46,221028.5,3,0,1,1,1,1,0,18
Egypt,Portugal,Family/Spouse,Male,43,Master's Degree,Government,Business Meeting,Native,9225.46,3478.16,3,0,0,1,1,1,1,19
Yemen,Italy,Family/Spouse,Female,76,PhD,Unemployed,Work Assignment,Intermediate,15288.25,1559.39,0,0,1,1,0,1,0,36
Qatar,New Zealand,Family/Spouse,Male,36,Bachelor's Degree,Unemployed,Business Meeting,Basic,39230.6,88190.19,0,0,1,1,0,0,1,17
Afghanistan,Netherlands,Immigrant/PR,Female,55,Bachelor's Degree,Self-Employed,Education,Intermediate,73712.88,166927.92,4,0,1,0,0,1,0,47
Afghanistan,Canada,Family/Spouse,Male,64,Master's Degree,Private Sector,Business Meeting,Intermediate,20978.48,14880.55,2,0,1,1,0,1,1,40
Colombia,Japan,Family/Spouse,Male,54,Master's Degree,Retired,Conference,Advanced,128452.44,369841.04,5,0,1,1,1,0,0,13
Ukraine,Denmark,Immigrant/PR,Male,49,PhD,Student,Family Visit,Native,184333.35,394777.91,0,0,1,1,1,1,1,28
Iraq,Portugal,Transit,Male,50,Bachelor's Degree,Private Sector,Education,Advanced,18119.96,5790.31,2,0,1,1,0,0,0,17
Poland,Switzerland,Transit,Female,70,Professional Degree,Private Sector,Conference,Advanced,10858.81,8669.57,1,0,1,1,1,1,1,8
Hungary,Turkey,Immigrant/PR,Male,56,No Formal Education,Student,Medical,Intermediate,6205.04,7667.98,2,0,1,1,0,1,1,7
Bulgaria,Belgium,Transit,Male,35,Bachelor's Degree,Private Sector,Tourism,Basic,5263.41,11611.25,1,0,1,1,1,0,0,10
Thailand,South Africa,Tourist,Female,46,Associate Degree,Retired,Family Visit,Intermediate,53717.41,43575.59,1,0,1,1,0,1,1,14
Mexico,Italy,Work,Male,68,Bachelor's Degree,Private Sector,Medical,Intermediate,22260.29,6686.36,4,0,1,1,1,0,1,40
India,UAE,Tourist,Other,33,Bachelor's Degree,Private Sector,Tourism,Intermediate,8700.07,22981.95,0,0,1,1,1,1,1,10
Afghanistan,Turkey,Immigrant/PR,Female,80,Associate Degree,Government,Family Visit,Native,30895.25,34070.67,0,0,1,1,1,0,0,17
Russia,Norway,Immigrant/PR,Male,49,Master's Degree,Private Sector,Permanent Residence,Intermediate,15467.81,26002.7,3,0,1,1,0,1,1,21
Afghanistan,United States,Family/Spouse,Male,69,High School,Private Sector,Business Meeting,Native,14740.39,35141.58,1,0,1,1,0,0,1,62
Colombia,Norway,Work,Female,74,Master's Degree,Self-Employed,Permanent Residence,Basic,71638.14,15318.2,4,0,0,0,1,1,1,31
Afghanistan,South Africa,Tourist,Female,44,No Formal Education,Private Sector,Education,Native,18753.36,35606.11,5,0,1,0,1,0,0,33
China,South Korea,Student,Male,43,PhD,Retired,Work Assignment,None,87077.41,243534.05,2,1,1,1,0,1,1,19
France,Italy,Family/Spouse,Female,34,No Formal Education,Retired,Work Assignment,Native,14193.41,39023.43,1,0,1,1,0,0,1,16
Kenya,United States,Tourist,Female,59,Bachelor's Degree,Retired,Medical,Basic,18122.58,46848.41,0,0,1,1,1,0,0,21
Romania,United Kingdom,Immigrant/PR,Male,56,Bachelor's Degree,Self-Employed,Conference,Native,13582.53,35155.49,8,2,1,1,1,0,0,56
Kenya,Denmark,Business,Female,72,Bachelor's Degree,Government,Education,Native,21699.97,61684.64,1,0,1,0,1,0,0,13
Morocco,Canada,Business,Male,40,Bachelor's Degree,Private Sector,Family Visit,Intermediate,8052.1,6032.76,0,0,1,1,1,1,1,27
Egypt,UAE,Work,Female,76,Bachelor's Degree,Self-Employed,Family Visit,None,10810.06,26058.31,4,0,0,1,1,1,0,20
Philippines,UAE,Tourist,Female,56,High School,Private Sector,Business Meeting,Intermediate,54702.13,52556.19,1,0,1,1,1,1,0,7
Russia,Japan,Immigrant/PR,Female,56,Bachelor's Degree,Self-Employed,Family Visit,Intermediate,14714.74,37396.75,0,0,1,1,1,1,1,29
Iran,Belgium,Student,Female,40,Master's Degree,Student,Family Visit,Intermediate,67776.05,146570.01,2,0,0,1,0,1,1,35
Vietnam,Denmark,Family/Spouse,Male,69,High School,Unemployed,Business Meeting,None,7981.36,3261.06,1,1,1,1,1,1,0,27
Thailand,Netherlands,Work,Male,60,High School,Government,Work Assignment,Advanced,35193.99,73448.1,3,0,0,1,1,0,1,23
Brazil,South Korea,Work,Male,48,Bachelor's Degree,Government,Permanent Residence,Advanced,97409.31,209282.32,3,0,1,0,0,1,1,16
Yemen,Taiwan,Student,Female,62,Master's Degree,Student,Medical,Intermediate,7568.02,13899.19,1,0,0,1,1,1,1,27
Malaysia,Spain,Work,Male,63,No Formal Education,Private Sector,Conference,Advanced,6022.86,6249.82,4,0,1,1,0,1,0,26
Brazil,Denmark,Family/Spouse,Female,72,Bachelor's Degree,Unemployed,Medical,Intermediate,143953.55,219588.45,1,0,0,1,0,1,1,15
India,India,Immigrant/PR,Male,35,Professional Degree,Self-Employed,Permanent Residence,Basic,17215.29,35818.03,1,0,1,1,0,1,1,21
Poland,Singapore,Family/Spouse,Male,39,High School,Unemployed,Permanent Residence,Intermediate,101405.77,255759.62,1,0,0,1,0,1,0,9
Philippines,UAE,Tourist,Female,65,Bachelor's Degree,Private Sector,Business Meeting,Native,22469.8,51547.92,2,0,0,0,1,1,1,9
Algeria,Denmark,Work,Male,65,PhD,Government,Education,Basic,52772.64,27797.17,4,0,1,1,1,1,1,28
Pakistan,Belgium,Family/Spouse,Male,39,Bachelor's Degree,Self-Employed,Medical,Native,6115.78,11801.65,6,0,1,0,1,1,1,22
UAE,United States,Tourist,Female,71,Master's Degree,Government,Family Visit,Native,102663.36,234080.16,4,0,1,0,0,1,0,18
Poland,Portugal,Immigrant/PR,Female,48,Bachelor's Degree,Retired,Conference,Intermediate,21458.44,23811.49,3,0,1,1,0,1,1,27
Afghanistan,Singapore,Family/Spouse,Female,78,Bachelor's Degree,Student,Medical,Basic,541738.15,921444.91,4,0,1,1,0,1,1,21
Vietnam,Taiwan,Family/Spouse,Female,38,Bachelor's Degree,Self-Employed,Permanent Residence,Basic,4778.57,11198.59,1,0,1,1,0,1,1,16
Hungary,Japan,Work,Female,70,Associate Degree,Private Sector,Business Meeting,Advanced,35829.13,66835.46,1,0,1,0,1,1,0,20
Algeria,China,Tourist,Male,50,High School,Private Sector,Medical,Intermediate,92042.9,103464.97,1,0,0,1,1,0,1,12
Qatar,Singapore,Business,Female,40,Bachelor's Degree,Private Sector,Permanent Residence,Intermediate,24545.64,36659.79,2,0,0,1,1,0,0,5
Venezuela,South Africa,Student,Female,33,High School,Private Sector,Tourism,Basic,45449.89,65161.74,8,0,0,1,1,1,1,21
Hungary,Italy,Family/Spouse,Female,44,Bachelor's Degree,Self-Employed,Medical,Advanced,49503.05,85535.19,1,0,1,1,0,0,1,22
Chile,Norway,Work,Female,71,High School,Private Sector,Medical,Native,141127.4,372936.65,0,0,1,1,0,1,1,34
Syria,UAE,Immigrant/PR,Male,52,Master's Degree,Student,Family Visit,None,30109.37,57835.21,5,1,1,1,1,1,0,25
Russia,China,Family/Spouse,Female,41,Master's Degree,Private Sector,Work Assignment,Intermediate,69549.6,59728.29,11,0,0,1,0,1,1,15
United States,Canada,Family/Spouse,Female,66,High School,Government,Conference,Advanced,27522.71,38764.08,4,0,1,1,0,1,1,25
Syria,Germany,Work,Female,43,Bachelor's Degree,Self-Employed,Medical,Basic,162919.59,352005.31,0,0,1,1,1,1,1,35
Venezuela,Turkey,Tourist,Female,53,PhD,Student,Education,Intermediate,22585.08,35106.2,4,0,0,1,1,0,1,16
Bangladesh,Japan,Work,Female,60,Associate Degree,Unemployed,Family Visit,Native,19259.76,54465.0,0,0,1,1,1,1,1,20
Kenya,Switzerland,Student,Female,31,Associate Degree,Student,Conference,Advanced,47636.98,87699.18,2,0,0,1,0,1,1,21
Nigeria,South Africa,Student,Male,46,Master's Degree,Student,Family Visit,Advanced,25506.99,51366.2,2,0,1,0,0,1,1,30
India,Thailand,Work,Male,30,Bachelor's Degree,Private Sector,Business Meeting,None,23137.22,13811.17,6,0,1,1,1,0,1,15
United States,Thailand,Student,Female,53,Professional Degree,Student,Conference,Advanced,36176.02,66489.96,14,0,1,1,1,0,1,1
UAE,New Zealand,Transit,Female,68,High School,Private Sector,Family Visit,Native,104376.82,75423.86,1,0,1,0,0,0,1,9
Ghana,China,Tourist,Male,68,Professional Degree,Student,Work Assignment,None,30357.51,4833.58,2,0,1,1,1,0,1,19
Japan,United Kingdom,Work,Male,38,Bachelor's Degree,Private Sector,Permanent Residence,None,127680.8,84707.78,0,0,1,1,1,1,0,35
South Korea,Turkey,Student,Other,41,Bachelor's Degree,Self-Employed,Permanent Residence,Intermediate,48662.74,33417.38,0,0,0,1,0,1,1,3
Afghanistan,Sweden,Immigrant/PR,Male,37,Bachelor's Degree,Self-Employed,Work Assignment,Native,49896.53,25279.96,6,0,1,0,0,0,1,38
Argentina,Netherlands,Student,Male,55,Professional Degree,Student,Work Assignment,Native,136804.34,334690.84,0,0,1,1,1,0,1,22
Ecuador,Schengen (EU),Business,Male,33,Bachelor's Degree,Student,Work Assignment,Native,6597.52,15409.73,2,0,1,0,0,0,0,11
Russia,Portugal,Business,Female,45,Bachelor's Degree,Private Sector,Business Meeting,Advanced,13577.99,12451.67,2,0,1,1,1,1,1,18
Venezuela,France,Transit,Male,46,Bachelor's Degree,Self-Employed,Conference,Native,14122.7,8733.5,1,0,1,1,0,1,1,20
Chile,Turkey,Tourist,Female,66,Bachelor's Degree,Self-Employed,Permanent Residence,Basic,15740.28,38167.25,6,0,1,1,1,1,0,2
Qatar,South Africa,Transit,Male,72,Bachelor's Degree,Student,Business Meeting,Native,9903.24,25948.26,1,0,1,0,0,1,1,6
Germany,Japan,Family/Spouse,Female,66,Professional Degree,Student,Medical,Native,44396.2,20087.29,2,0,1,1,1,1,1,11
Bangladesh,Turkey,Transit,Male,69,Bachelor's Degree,Student,Permanent Residence,Intermediate,4722.79,3276.22,0,0,1,1,1,1,1,9
Japan,Thailand,Work,Female,43,Bachelor's Degree,Student,Business Meeting,Intermediate,6781.62,2801.49,0,0,1,1,0,0,0,8
Senegal,Canada,Immigrant/PR,Male,53,Professional Degree,Self-Employed,Business Meeting,Advanced,38913.75,112363.99,0,0,1,0,1,1,1,47
United Kingdom,Thailand,Family/Spouse,Male,66,No Formal Education,Government,Work Assignment,Advanced,43027.95,90893.51,5,0,1,1,1,1,1,4
Nigeria,Netherlands,Student,Male,52,PhD,Student,Medical,Advanced,32792.97,35651.57,2,0,1,0,0,1,1,36
Nigeria,Netherlands,Business,Male,66,High School,Private Sector,Permanent Residence,Advanced,25969.44,70603.81,1,0,1,0,1,1,1,21
Myanmar,Singapore,Work,Male,33,PhD,Self-Employed,Tourism,Advanced,46394.78,73953.04,0,0,1,1,1,1,1,13
Mexico,South Africa,Business,Female,71,Master's Degree,Government,Conference,Advanced,13329.45,11226.58,8,0,0,0,0,0,1,12
Hungary,New Zealand,Work,Male,62,Bachelor's Degree,Unemployed,Work Assignment,Basic,22290.07,46377.56,1,0,1,1,1,0,1,30
Chile,Germany,Student,Other,56,Master's Degree,Unemployed,Permanent Residence,Intermediate,6246.52,12131.91,0,0,1,0,1,1,1,24
Yemen,Thailand,Business,Other,54,Bachelor's Degree,Private Sector,Business Meeting,Intermediate,13691.11,11933.33,0,0,1,1,1,1,1,19
Senegal,Australia,Transit,Female,56,Bachelor's Degree,Private Sector,Work Assignment,Native,55646.43,60727.45,5,0,1,1,0,0,1,15
Romania,Japan,Family/Spouse,Male,57,Bachelor's Degree,Government,Permanent Residence,Basic,157490.4,360053.84,4,0,0,1,1,1,1,12
Nepal,Taiwan,Transit,Female,49,Bachelor's Degree,Student,Tourism,Advanced,6955.69,10505.25,4,0,1,1,0,0,0,9
Tunisia,Ireland,Tourist,Female,62,Bachelor's Degree,Private Sector,Business Meeting,Advanced,31285.01,46491.92,0,0,1,1,1,1,1,16
Poland,Ireland,Work,Male,72,PhD,Private Sector,Education,Basic,68341.2,176859.31,5,0,0,1,0,1,1,31
Russia,Turkey,Immigrant/PR,Female,71,High School,Government,Business Meeting,Advanced,54964.03,147630.44,1,0,1,1,0,1,1,15
Senegal,Germany,Immigrant/PR,Female,45,Associate Degree,Student,Work Assignment,Advanced,13957.01,1678.28,3,0,1,1,1,0,1,44
Colombia,UAE,Tourist,Male,29,High School,Private Sector,Education,Native,115915.28,212992.41,1,0,1,1,1,1,1,15
Vietnam,United Kingdom,Student,Male,58,High School,Student,Business Meeting,Advanced,72544.31,94412.98,0,0,1,1,0,1,1,38
Malaysia,United Kingdom,Work,Female,29,Bachelor's Degree,Unemployed,Business Meeting,Advanced,18593.52,24595.72,0,0,1,1,1,0,1,29
Peru,Portugal,Tourist,Female,77,No Formal Education,Self-Employed,Education,Intermediate,15596.02,26041.74,4,0,1,1,0,0,1,16
Tunisia,Portugal,Student,Female,66,Bachelor's Degree,Private Sector,Conference,Basic,68888.48,75904.62,0,0,1,1,0,0,0,27
France,Taiwan,Immigrant/PR,Female,62,Master's Degree,Unemployed,Tourism,Advanced,27242.3,4110.48,0,0,0,1,0,1,0,25
Indonesia,Belgium,Student,Female,60,Bachelor's Degree,Student,Education,Basic,60459.85,91757.53,0,0,1,0,1,0,1,23
Myanmar,Japan,Immigrant/PR,Female,44,Master's Degree,Unemployed,Tourism,Intermediate,5841.57,6771.63,1,0,1,1,1,0,0,13
Senegal,China,Family/Spouse,Male,58,PhD,Retired,Education,Advanced,36468.02,7435.54,4,0,1,1,1,1,0,16
United States,Portugal,Transit,Male,73,Master's Degree,Private Sector,Education,Native,53469.9,159173.98,4,0,1,0,1,0,1,5
South Korea,United States,Student,Male,47,High School,Student,Education,Native,4858.06,12675.16,3,0,1,1,0,1,1,38
Vietnam,Australia,Tourist,Male,45,Master's Degree,Private Sector,Education,Basic,18134.58,24578.37,11,0,1,1,1,1,0,24
UAE,Italy,Tourist,Male,73,Master's Degree,Private Sector,Family Visit,Native,59329.02,55108.16,3,0,1,1,1,1,1,14
Vietnam,Netherlands,Tourist,Male,56,High School,Government,Conference,Basic,187078.5,465937.4,0,1,1,1,1,1,0,19
Afghanistan,France,Tourist,Female,59,Master's Degree,Self-Employed,Family Visit,Native,22585.43,28063.1,0,0,1,0,1,0,1,27
Peru,Switzerland,Work,Female,65,High School,Unemployed,Medical,Intermediate,14574.61,30895.03,1,1,0,1,1,1,1,17
Bangladesh,China,Tourist,Male,59,Master's Degree,Government,Business Meeting,Advanced,22594.09,9658.11,6,0,1,1,1,0,1,20
Yemen,Germany,Work,Female,68,Bachelor's Degree,Government,Family Visit,Advanced,7027.31,2245.03,1,0,1,1,1,1,1,45
Vietnam,Netherlands,Student,Male,32,Bachelor's Degree,Private Sector,Conference,Advanced,14291.12,3981.75,6,0,1,0,1,0,1,23
Iraq,Belgium,Student,Male,46,Bachelor's Degree,Student,Medical,Intermediate,88230.05,127661.14,5,0,0,0,1,1,1,34
Morocco,Italy,Business,Male,68,Master's Degree,Private Sector,Tourism,Intermediate,32888.85,8070.03,1,0,1,1,0,1,1,23
Australia,UAE,Tourist,Male,57,Bachelor's Degree,Self-Employed,Permanent Residence,Intermediate,189082.32,485533.09,0,0,1,1,1,0,1,4
Bulgaria,China,Business,Female,70,Bachelor's Degree,Student,Work Assignment,None,56903.52,18925.89,0,0,1,1,0,0,0,13
Colombia,Ireland,Tourist,Male,48,Bachelor's Degree,Retired,Permanent Residence,Intermediate,19456.89,53088.49,0,0,0,1,1,1,1,15
Qatar,Singapore,Business,Female,58,Master's Degree,Private Sector,Work Assignment,Advanced,22235.22,6671.14,5,0,1,0,1,1,1,5
Germany,Australia,Tourist,Male,39,Master's Degree,Private Sector,Work Assignment,Advanced,18124.6,48826.9,0,0,1,1,1,0,1,17
India,Italy,Business,Female,56,PhD,Retired,Education,Intermediate,4250.34,2617.64,0,0,1,1,1,1,1,26
Hungary,Norway,Transit,Male,51,High School,Self-Employed,Tourism,Intermediate,14141.26,40233.48,0,0,0,1,1,1,1,10
Yemen,Japan,Work,Male,52,Bachelor's Degree,Government,Permanent Residence,Basic,24647.92,52939.79,8,0,1,1,1,1,1,21
Indonesia,Belgium,Transit,Male,63,High School,Private Sector,Work Assignment,Basic,21843.77,3928.87,0,0,1,0,1,0,1,13
Pakistan,Denmark,Business,Male,50,Bachelor's Degree,Retired,Medical,Intermediate,29934.95,85206.24,0,0,1,1,1,0,1,19
